Zoning_Subdistrict,Zoning_District,Article,Map_Number,Subdistrict_Type,Subdistrict_Use,Unique_Code,Condition_Number,Condition_Text,Additional_Restrictions_or_Foot,Municode_Reference_to_Restricti,Max_FAR,Max_Height,Front_Setback,Side_Setback,Rear_Setback,Max_Dwelling_Units_Per_Area,Max_Number_of_Floors,Dwelling_Units_Factor,Amendment_Number,Latest_Amendment_Effective_Date,Color_Hex_Code,Urban_CustomID,Urban_Name,Comments,created_user,created_date,last_edited_user,last_edited_date,Shape_Length,Shape_Area,shape_wkt
OS-CM,Greater Mattapan Neighborhood,60,8ABC,Cemetery Open Space,Open Space,Art60_OS-CM,,,,,,,,,,,,,,,#38A800,ART60-SUB011-0,ART60-Cemetery Open Space,,,,GIS,5/7/2025 19:30:57,0.012531330272241,0.000006539983206,
3F-5000,Greater Mattapan Neighborhood,60,8ABC,Three-Family Residential,Medium Residential,Art60_3F-5000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,15.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART60-SUB001-0,ART60-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.021060482790250,0.000014915851882,
OS-CM,Greater Mattapan Neighborhood,60,8ABC,Cemetery Open Space,Open Space,Art60_OS-CM,,,,,,,,,,,,,,,#38A800,ART60-SUB011-0,ART60-Cemetery Open Space,,,,GIS,5/7/2025 19:30:57,0.009143386128443,0.000003539924112,
3F-5000,Greater Mattapan Neighborhood,60,8ABC,Three-Family Residential,Medium Residential,Art60_3F-5000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,15.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART60-SUB001-0,ART60-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.048016237536945,0.000044536150083,
3F-5000,Greater Mattapan Neighborhood,60,8ABC,Three-Family Residential,Medium Residential,Art60_3F-5000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,15.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART60-SUB001-0,ART60-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.058091943394943,0.000079009210748,
OS-P,Greater Mattapan Neighborhood,60,8ABC,Parkland Open Space,Open Space,Art60_OS-P,,,,,,,,,,,,,,,#38A800,ART60-SUB013-0,ART60-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.078023429839696,0.000218619165927,
3F-6000,Greater Mattapan Neighborhood,60,8ABC,Three-Family Residential,Medium Residential,Art60_3F-6000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,10.000000000000000,7.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART60-SUB002-0,ART60-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.027974264237609,0.000022958665298,
OS-UW,Greater Mattapan Neighborhood,60,8ABC,Urban Wild Open Space,Open Space,Art60_OS-UW,0,,,,,,,,,,,,,,#38A800,ART60-SUB015-0,ART60-Urban Wild Open Space,,,,GIS,5/7/2025 19:30:57,0.009840528140804,0.000004298140255,
MFR,Greater Mattapan Neighborhood,60,8ABC,Multifamily Residential,Medium Residential,Art60_MFR,0,Semi-attached Dwelling Row House Building or Town House Building,,,0.900000000000000,35.000000000000000,15.000000000000000,0.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART60-SUB007-0,ART60-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.006829808000573,0.000002801713919,
OS-CM,Greater Mattapan Neighborhood,60,8ABC,Cemetery Open Space,Open Space,Art60_OS-CM,,,,,,,,,,,,,,,#38A800,ART60-SUB011-0,ART60-Cemetery Open Space,,,,GIS,5/7/2025 19:30:57,0.024379992482471,0.000025023930879,
OS-RC,Greater Mattapan Neighborhood,60,8ABC,Recreation Open Space,Open Space,Art60_OS-RC,,,,,,,,,,,,,,,#38A800,ART60-SUB014-0,ART60-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.045663090831654,0.000015435627293,
MFR,Greater Mattapan Neighborhood,60,8ABC,Two-Family Residential,Medium Residential,Art60_MFR,0,1 & 2 Family Detached,,,0.800000000000000,35.000000000000000,15.000000000000000,10.000000000000000,30.000000000000000,,2.500000000000000,,,,#8B8400,ART60-SUB007-0,ART60-Two-Family Residential,,,,GIS,5/7/2025 19:30:57,0.017263735818279,0.000013341225845,
OS-RC,Greater Mattapan Neighborhood,60,8ABC,Recreation Open Space,Open Space,Art60_OS-RC,,,,,,,,,,,,,,,#38A800,ART60-SUB014-0,ART60-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.008670989987161,0.000003075839440,
CF,Greater Mattapan Neighborhood,60,8ABC,Community Facilities,Community/Institutional,Art60_CF,0,,,,3.000000000000000,55.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#004B6E,ART60-SUB003-0,ART60-Community Facilities,,,,GIS,5/7/2025 19:30:57,0.021982368241570,0.000018993683960,
R2,Greater Mattapan Neighborhood,60,8ABC,Two-Family Residential,Medium Residential,Art60_1F-5000,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART60TA_TABLE_DGRMANEDIESSUIMRE_DIMENSIONAL_REGULATIONS_LOTS_RESIDENTIAL-2_R2_SUBDISTRICTS_PRIMARY_STRUCTURE_WHERE_UP_3_DWELLING_UNITS_ARE_ALLOWED,,35.000000000000000,10.000000000000000,3.000000000000000,20.000000000000000,,3.000000000000000,,,,#c9be00,ART60-SUB017-0,ART60-Two-Family Residential,Additional Regulations for lots with Accessory Dwelling Units (ADUs),,,GIS,5/7/2025 19:30:57,0.061007091526317,0.000062528552032,
OS-G,Greater Mattapan Neighborhood,60,8ABC,Community Garden Open Space,Open Space,Art60_OS-G,,,,,,,,,,,,,,,#38A800,ART60-SUB012-0,ART60-Community Garden Open Space,,,,GIS,5/7/2025 19:30:57,0.001697096063811,0.000000152497052,"MULTIPOLYGON (((-71.097057234999966 42.273183179000057, -71.097546946999955 42.273501387000067, -71.097733030999962 42.27329727800003, -71.097724494999966 42.273292101000038, -71.097604106999938 42.273219099000073, -71.097496293999939 42.273153809000064, -71.097238236999942 42.272998269000027, -71.097057234999966 42.273183179000057)))"
R2,Greater Mattapan Neighborhood,60,8ABC,Two-Family Residential,Medium Residential,Art60_2F-4000,0,1 & 2 Family Detached,,,0.800000000000000,35.000000000000000,15.000000000000000,10.000000000000000,30.000000000000000,,2.500000000000000,,,,#8B8400,ART60-SUB017-0,ART60-Two-Family Residential,,,,GIS,5/7/2025 19:30:57,0.053976163976653,0.000033521245558,
MFR,Greater Mattapan Neighborhood,60,8ABC,Multifamily Residential,Medium Residential,Art60_MFR,0,Semi-attached Dwelling Row House Building or Town House Building,,,0.900000000000000,35.000000000000000,15.000000000000000,0.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART60-SUB007-0,ART60-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.010188174950512,0.000005315538050,
S4,Boston Zoning Code,26,8ABC,Squares + Streets,Mixed-Use,Art26_S4,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART26SQSTDI_TABLE_BDIRE,,85.000000000000000,2.000000000000000,5.000000000000000,5.000000000000000,,7.000000000000000,,,,#ad3800,ART26-SUB041-0,ART26-Squares + Streets,Additional restrictions for residential abutting lots,,,GIS,5/7/2025 19:30:57,0.016476210693188,0.000011360956733,
S1,Boston Zoning Code,26,8ABC,Squares + Streets,Mixed-Use,Art26_S1,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART26SQSTDI_TABLE_BDIRE,,50.000000000000000,6.000000000000000,3.000000000000000,10.000000000000000,,4.000000000000000,,,,#ad3800,ART26-SUB038-0,ART26-Squares + Streets,Additional restrictions for residential abutting lots,,,GIS,5/7/2025 19:30:57,0.006970594889604,0.000002004480391,
S1,Boston Zoning Code,26,8ABC,Squares + Streets,Mixed-Use,Art26_S1,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART26SQSTDI_TABLE_BDIRE,,50.000000000000000,6.000000000000000,3.000000000000000,10.000000000000000,,4.000000000000000,,,,#ad3800,ART26-SUB038-0,ART26-Squares + Streets,Additional restrictions for residential abutting lots,,,GIS,5/7/2025 19:30:57,0.008130350843118,0.000001475849967,
MFR,Greater Mattapan Neighborhood,60,8ABC,Multifamily Residential,Medium Residential,Art60_MFR,0,Multifamily Residential,,,2.000000000000000,40.000000000000000,15.000000000000000,10.000000000000000,30.000000000000000,,4.000000000000000,,,,#8B8400,ART60-SUB007-0,ART60-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.010479175668115,0.000003373193554,
S2,Boston Zoning Code,26,8ABC,Squares + Streets,Mixed-Use,Art26_S2,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART26SQSTDI_TABLE_BDIRE,,65.000000000000000,2.000000000000000,5.000000000000000,5.000000000000000,,5.000000000000000,,,,#ad3800,ART26-SUB039-0,ART26-Squares + Streets,Additional restrictions for residential abutting lots,,,GIS,5/7/2025 19:30:57,0.019549075604623,0.000007960647375,
S2,Boston Zoning Code,26,8ABC,Squares + Streets,Mixed-Use,Art26_S2,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART26SQSTDI_TABLE_BDIRE,,65.000000000000000,2.000000000000000,5.000000000000000,5.000000000000000,,5.000000000000000,,,,#ad3800,ART26-SUB039-0,ART26-Squares + Streets,Additional restrictions for residential abutting lots,,,GIS,5/7/2025 19:30:57,0.020114725565668,0.000005909894697,
R1,Greater Mattapan Neighborhood,60,8ABC,One-Family Residential,Single-Family Residential,Art60_1F-5000,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART60TA_TABLE_DGRMANEDIESSUIMRE_DIMENSIONAL_REGULATIONS_LOTS_RESIDENTIAL-1_RI_SUBDISTRICTS_PRIMARY_STRUCTURE_WHERE_UP_2_DWELLING_UNITS_ARE_ALLOWED,,35.000000000000000,10.000000000000000,3.000000000000000,20.000000000000000,,3.000000000000000,,,,#c9be00,ART60-SUB016-0,ART60-One-Family Residential,Additional Regulations for lots with Accessory Dwelling Units (ADUs),,,GIS,5/7/2025 19:30:57,0.071673374814068,0.000078134526177,
S2,Boston Zoning Code,26,8ABC,Squares + Streets,Mixed-Use,Art26_S2,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART26SQSTDI_TABLE_BDIRE,,65.000000000000000,2.000000000000000,5.000000000000000,5.000000000000000,,5.000000000000000,,,,#ad3800,ART26-SUB039-0,ART26-Squares + Streets,Additional restrictions for residential abutting lots,,,GIS,5/7/2025 19:30:57,0.018946005201412,0.000007710461794,
S1,Boston Zoning Code,26,8ABC,Squares + Streets,Mixed-Use,Art26_S1,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART26SQSTDI_TABLE_BDIRE,,50.000000000000000,6.000000000000000,3.000000000000000,10.000000000000000,,4.000000000000000,,,,#ad3800,ART26-SUB038-0,ART26-Squares + Streets,Additional restrictions for residential abutting lots,,,GIS,5/7/2025 19:30:57,0.009470060154721,0.000003161054263,
S3,Boston Zoning Code,26,8ABC,Squares + Streets,Mixed-Use,Art26_S3,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART26SQSTDI_TABLE_BDIRE,,85.000000000000000,2.000000000000000,5.000000000000000,5.000000000000000,,7.000000000000000,,,,#ad3800,ART26-SUB040-0,ART26-Squares + Streets,Additional restrictions for residential abutting lots,,,GIS,5/7/2025 19:30:57,0.009825538182543,0.000003709390809,
S0,Boston Zoning Code,26,8ABC,Squares + Streets,Mixed-Use,Art26_S0,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART26SQSTDI_TABLE_BDIRE,,50.000000000000000,8.000000000000000,3.000000000000000,15.000000000000000,,4.000000000000000,,,,#ad3800,ART26-SUB037-0,ART26-Squares + Streets,Additional restrictions for residential abutting lots,,,GIS,5/7/2025 19:30:57,0.006514951680621,0.000001746693886,
S2,Boston Zoning Code,26,8ABC,Squares + Streets,Mixed-Use,Art26_S2,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART26SQSTDI_TABLE_BDIRE,,65.000000000000000,2.000000000000000,5.000000000000000,5.000000000000000,,5.000000000000000,,,,#ad3800,ART26-SUB039-0,ART26-Squares + Streets,Additional restrictions for residential abutting lots,,,GIS,5/7/2025 19:30:57,0.006852490635738,0.000001600697268,
S3,Boston Zoning Code,26,8ABC,Squares + Streets,Mixed-Use,Art26_S3,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART26SQSTDI_TABLE_BDIRE,,85.000000000000000,2.000000000000000,5.000000000000000,5.000000000000000,,7.000000000000000,,,,#ad3800,ART26-SUB040-0,ART26-Squares + Streets,Additional restrictions for residential abutting lots,,,GIS,5/7/2025 19:30:57,0.008067905122503,0.000002362462082,
OS-RC,Greater Mattapan Neighborhood,60,8ABC,Open Space,Open Space,Art60_OS-RC,0,1 & 2 Family Detached,,,0.800000000000000,35.000000000000000,15.000000000000000,10.000000000000000,30.000000000000000,,2.500000000000000,,,,#38A800,ART60-SUB014-0,ART60-Open Space,,,,GIS,5/7/2025 19:30:57,0.013192027187833,0.000001656236752,
S1,Boston Zoning Code,26,8ABC,Squares + Streets,Mixed-Use,Art26_S1,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART26SQSTDI_TABLE_BDIRE,,50.000000000000000,6.000000000000000,3.000000000000000,10.000000000000000,,4.000000000000000,,,,#ad3800,ART26-SUB038-0,ART26-Squares + Streets,Additional restrictions for residential abutting lots,,,GIS,5/7/2025 19:30:57,0.004507907001845,0.000000650631765,
S0,Boston Zoning Code,26,8ABC,Squares + Streets,Mixed-Use,Art26_S0,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART26SQSTDI_TABLE_BDIRE,,50.000000000000000,8.000000000000000,3.000000000000000,15.000000000000000,,4.000000000000000,,,,#ad3800,ART26-SUB037-0,ART26-Squares + Streets,Additional restrictions for residential abutting lots,,,GIS,5/7/2025 19:30:57,0.005723992815873,0.000001127653165,
S1,Boston Zoning Code,26,8ABC,Squares + Streets,Mixed-Use,Art26_S1,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART26SQSTDI_TABLE_BDIRE,,50.000000000000000,6.000000000000000,3.000000000000000,10.000000000000000,,4.000000000000000,,,,#ad3800,ART26-SUB038-0,ART26-Squares + Streets,Additional restrictions for residential abutting lots,,,GIS,5/7/2025 19:30:57,0.007447061287987,0.000002002368147,
S0,Boston Zoning Code,26,8ABC,Squares + Streets,Mixed-Use,Art26_S0,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART26SQSTDI_TABLE_BDIRE,,50.000000000000000,8.000000000000000,3.000000000000000,15.000000000000000,,4.000000000000000,,,,#ad3800,ART26-SUB037-0,ART26-Squares + Streets,Additional restrictions for residential abutting lots,,,GIS,5/7/2025 19:30:57,0.006170192411378,0.000001426772099,
R2,Greater Mattapan Neighborhood,60,8ABC,Two-Family Residential,Medium Residential,Art60_1F-5000,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART60TA_TABLE_DGRMANEDIESSUIMRE_DIMENSIONAL_REGULATIONS_LOTS_RESIDENTIAL-2_R2_SUBDISTRICTS_PRIMARY_STRUCTURE_WHERE_UP_3_DWELLING_UNITS_ARE_ALLOWED,,35.000000000000000,10.000000000000000,3.000000000000000,20.000000000000000,,3.000000000000000,,,,#c9be00,ART60-SUB017-0,ART60-Two-Family Residential,Additional Regulations for lots with Accessory Dwelling Units (ADUs),,,GIS,5/7/2025 19:30:57,0.023194755213272,0.000013420655639,
R1,Greater Mattapan Neighborhood,60,8ABC,One-Family Residential,Single-Family Residential,Art60_1F-5000,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART60TA_TABLE_DGRMANEDIESSUIMRE_DIMENSIONAL_REGULATIONS_LOTS_RESIDENTIAL-1_RI_SUBDISTRICTS_PRIMARY_STRUCTURE_WHERE_UP_2_DWELLING_UNITS_ARE_ALLOWED,,35.000000000000000,10.000000000000000,3.000000000000000,20.000000000000000,,3.000000000000000,,,,#c9be00,ART60-SUB016-0,ART60-One-Family Residential,Additional Regulations for lots with Accessory Dwelling Units (ADUs),,,GIS,5/7/2025 19:30:57,0.035715562763902,0.000032793669926,
R2,Greater Mattapan Neighborhood,60,8ABC,Two-Family Residential,Medium Residential,Art60_1F-5000,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART60TA_TABLE_DGRMANEDIESSUIMRE_DIMENSIONAL_REGULATIONS_LOTS_RESIDENTIAL-2_R2_SUBDISTRICTS_PRIMARY_STRUCTURE_WHERE_UP_3_DWELLING_UNITS_ARE_ALLOWED,,35.000000000000000,10.000000000000000,3.000000000000000,20.000000000000000,,3.000000000000000,,,,#c9be00,ART60-SUB017-0,ART60-Two-Family Residential,Additional Regulations for lots with Accessory Dwelling Units (ADUs),,,GIS,5/7/2025 19:30:57,0.036597797662665,0.000053124496977,
OS-RC,Greater Mattapan Neighborhood,60,8ABC,Open Space,Open Space,Art60_OS-RC,0,,,,,,,,,,,,,,#38A800,ART60-SUB014-0,ART60-Open Space,,,,GIS,5/7/2025 19:30:57,0.012661881679788,0.000007953714630,
N2,Greater Mattapan Neighborhood,60,8ABC,Two-Family Residential,Medium Residential,Art60_2F-5000,0,1 & 2 Family Detached,,,0.800000000000000,35.000000000000000,15.000000000000000,10.000000000000000,30.000000000000000,,2.500000000000000,,,,#8B8400,ART60-SUB008-0,ART60-Two-Family Residential,,,,GIS,5/7/2025 19:30:57,0.004586684044526,0.000001088239966,
OS-P,Greater Mattapan Neighborhood,60,8ABC,Parkland Open Space,Open Space,Art60_OS-P,,,,,,,,,,,,,,,#38A800,ART60-SUB013-0,ART60-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.009325417887017,0.000005559501853,
R2,Greater Mattapan Neighborhood,60,8ABC,Two-Family Residential,Medium Residential,Art60_2F-6000,0,1 & 2 Family Detached,,,0.800000000000000,35.000000000000000,15.000000000000000,10.000000000000000,30.000000000000000,,2.500000000000000,,,,#8B8400,ART60-SUB017-0,ART60-Two-Family Residential,,,,GIS,5/7/2025 19:30:57,0.004988366062879,0.000001194160061,
S0,Boston Zoning Code,26,8ABC,Squares + Streets,Mixed-Use,Art26_S0,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART26SQSTDI_TABLE_BDIRE,,50.000000000000000,8.000000000000000,14.000000000000000,15.000000000000000,,4.000000000000000,,,,#ad3800,ART26-SUB037-0,ART26-Squares + Streets,Additional restrictions for residential abutting lots,,,GIS,5/7/2025 19:30:57,0.005244521674851,0.000001131973089,
WMU,East Boston Neighborhood,53,3C,Waterfront Mixed-Use,Mixed-Use,Art53_WMU,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART53TA_TABLE_HEABONEDIATMIEWMSUWAECWESUIMRE,2.000000000000000,65.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,5.000000000000000,,,,#ad3800,ART53-SUB024-0,ART53-Waterfront Mixed-Use,Additional setback restrictions for resideintial and waterfront abutting sides,,,GIS,5/7/2025 19:30:57,0.004807613681754,0.000001091790389,
EBR-2.5,East Boston Neighborhood,53,3C,East Boston Residential-2.5,Medium Residential,Art53_EBR-2.5,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART53TA_TABLE_JEABONEDICODEARIMRE,,35.000000000000000,5.000000000000000,5.000000000000000,,,2.500000000000000,,,,#8B8400,ART53-SUB003-0,ART53-East Boston Residential-2.5,rear yard is 1/3 of the lot depth,,,GIS,5/7/2025 19:30:57,0.016838247287323,0.000010912894352,
EBR-3,East Boston Neighborhood,53,3C,East Boston Residential-3,Medium Residential,Art53_EBR-3,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART53TA_TABLE_JEABONEDICODEARIMRE,,35.000000000000000,3.000000000000000,3.000000000000000,,,3.000000000000000,,,,#8B8400,ART53-SUB004-0,ART53-East Boston Residential-3,rear yard is 1/3 of the lot depth,,,GIS,5/7/2025 19:30:57,0.006676117962330,0.000002269208466,
SARATOGA STREET EDA,East Boston Neighborhood,53,3C,Economic Development Area,Mixed-Use,Art53_SARATOGA STREET EDA,0,,,,2.000000000000000,45.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,#ad3800,ART53-SUB021-0,ART53-Economic Development Area,,,,GIS,5/7/2025 19:30:57,0.031478458558423,0.000014839713268,
WE,East Boston Neighborhood,53,3C,Waterfront Economic,Waterfront,Art53_WE,0,,,https://library.municode.com/ma/boston/codes/redevelopment_authority?nodeId=ART53TA_TABLE_HEABONEDIATMIEWMSUWAECWESUIMRE,2.000000000000000,65.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,5.000000000000000,,,,#990300,ART53-SUB023-0,ART53-Waterfront Economic,Additional setback restrictions for resideintial and waterfront abutting sides,,,GIS,5/7/2025 19:30:57,0.053554550783483,0.000056678835335,
